total_trades,settled_trades,wins,losses,win_rate,total_stake,total_pnl,roi_on_stake,average_edge,average_entry_price,max_drawdown
3,3,1,2,0.3333333333333333,3.0,-1.607242339832869,-0.5357474466109563,0.14467789790907118,0.47433333333333333,-1.0
