order_id,ts_s,market_id,token_id,side,action,qty,avg_price,notional_usd,fee_usd,slippage_usd
gen-1-1,1772700022.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,YES,BUY,172.19113215669393,0.58075,100.0,1.0,0.9900990099009958
gen-31-1,1772701822.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,YES,SELL,172.19113215669393,0.5692499999999999,98.019801980198,0.9801980198019798,0.9900990099009958
